PMID,Title,Authors,Citation,First Author,Journal/Book Abbreviation from PubMed,Publication Year,Create Date,PMCID,NIHMS ID,DOI,,Authors,Author full names,Author(s) ID,Title,Year,Journal/Book  title from Scopus,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link to Scopus Record for article,ISSN,ISBN,CODEN,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID,,Journal Title from Catalog,ISSN,eISSN,StartDate in Catalog,EndDate in Catalog,Type,Resource,Publisher,Link to Publisher Info on TDM,Subscription Time Range Note
23245995,Regional activation of the cancer genome by long-range epigenetic remodeling,"Bert SA, Robinson MD, Strbenac D, Statham AL, Song JZ, Hulf T, Sutherland RL, Coolen MW, Stirzaker C, Clark SJ.",Cancer Cell. 2013 Jan 14;23(1):9-22. doi: 10.1016/j.ccr.2012.11.006. Epub 2012 Dec 13.,Bert SA,Cancer Cell,2013,12/19/12,,,10.1016/j.ccr.2012.11.006,,Bert S.A.; Robinson M.D.; Strbenac D.; Statham A.L.; Song J.Z.; Hulf T.; Sutherland R.L.; Coolen M.W.; Stirzaker C.; Clark S.J.,"Bert, Saul A. (36961056300); Robinson, Mark D. (56433742400); Strbenac, Dario (36154752900); Statham, Aaron L. (35082708300); Song, Jenny Z. (7404787852); Hulf, Toby (8664579800); Sutherland, Robert L. (35405978700); Coolen, Marcel W. (36870187900); Stirzaker, Clare (7801371541); Clark, Susan J. (7403150155)",36961056300; 56433742400; 36154752900; 35082708300; 7404787852; 8664579800; 35405978700; 36870187900; 7801371541; 7403150155,Regional Activation of the Cancer Genome by Long-Range Epigenetic Remodeling,2013,Cancer Cell,23,1,,9,22,13,154,10.1016/j.ccr.2012.11.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872395684&doi=10.1016%2fj.ccr.2012.11.006&partnerID=40&md5=541b37efeb40e2d4b111a8a99f40b51b,15356108,,CCAEC,23245995,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84872395684,,Cancer cell,1535-6108,1878-3686,2002,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
21362547,Histone chaperones: modulators of chromatin marks,"Avvakumov N, Nourani A, Côté J.",Mol Cell. 2011 Mar 4;41(5):502-14. doi: 10.1016/j.molcel.2011.02.013.,Avvakumov N,Mol Cell,2011,3/3/11,,,10.1016/j.molcel.2011.02.013,,Avvakumov N.; Nourani A.; Côté J.,"Avvakumov, Nikita (6507583598); Nourani, Amine (6603054686); Côté, Jacques (57193157321)",6507583598; 6603054686; 57193157321,Histone Chaperones: Modulators of Chromatin Marks,2011,Molecular Cell,41,5,,502,514,12,154,10.1016/j.molcel.2011.02.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951969175&doi=10.1016%2fj.molcel.2011.02.013&partnerID=40&md5=3d98966ab0d2d50b00338b28cd2ed2a9,10974164,,MOCEF,21362547,Review,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-79951969175,,Molecular cell,1097-2765,1097-4164,1997,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
31543422,Histone Modifications Regulate Chromatin Compartmentalization by Contributing to a Phase Separation Mechanism,"Wang L, Gao Y, Zheng X, Liu C, Dong S, Li R, Zhang G, Wei Y, Qu H, Li Y, Allis CD, Li G, Li H, Li P.",Mol Cell. 2019 Nov 21;76(4):646-659.e6. doi: 10.1016/j.molcel.2019.08.019. Epub 2019 Sep 19.,Wang L,Mol Cell,2019,9/24/19,,,10.1016/j.molcel.2019.08.019,,Wang L.; Gao Y.; Zheng X.; Liu C.; Dong S.; Li R.; Zhang G.; Wei Y.; Qu H.; Li Y.; Allis C.D.; Li G.; Li H.; Li P.,"Wang, Liang (57075025000); Gao, Yifei (57204635402); Zheng, Xiangdong (36627807500); Liu, Cuifang (57195526523); Dong, Shuangshuang (57204879057); Li, Ru (57210318244); Zhang, Guanwei (57211794038); Wei, Yixuan (57226022048); Qu, Hongyuan (57208625037); Li, Yuhan (57747509800); Allis, C. David (55666730300); Li, Guohong (55714232000); Li, Haitao (39861627900); Li, Pilong (55262206300)",57075025000; 57204635402; 36627807500; 57195526523; 57204879057; 57210318244; 57211794038; 57226022048; 57208625037; 57747509800; 55666730300; 55714232000; 39861627900; 55262206300,Histone Modifications Regulate Chromatin Compartmentalization by Contributing to a Phase Separation Mechanism,2019,Molecular Cell,76,4,,646,659000000,,153,10.1016/j.molcel.2019.08.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074973143&doi=10.1016%2fj.molcel.2019.08.019&partnerID=40&md5=aceb5431c381fd9b4ef6d0b353c0c622,10972765,,MOCEF,31543422,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85074973143,,Molecular cell,1097-2765,1097-4164,1997,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
21807128,The role of FACT in making and breaking nucleosomes,Formosa T.,Biochim Biophys Acta. 2012 Mar;1819(3-4):247-55. doi: 10.1016/j.bbagrm.2011.07.009. Epub 2011 Jul 23.,Formosa T,Biochim Biophys Acta,2012,8/3/11,PMC3229669,NIHMS320236,10.1016/j.bbagrm.2011.07.009,,Formosa T.,,6603871552;,The role of FACT in making and breaking nucleosomes,2012,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,1819,44989,,247,255,,153,10.1016/j.bbagrm.2011.07.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857119549&doi=10.1016%2fj.bbagrm.2011.07.009&partnerID=40&md5=43d8a4367e19c8878d7a9ae862949ce2,18749399,,,24459727,Article,Final,"All Open Access, Green",Scopus,2-s2.0-84857119549,,Biochimica et biophysica acta. Gene regulatory mechanisms,1874-9399,1876-4320,1/1/08,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
22681888,RNF20 and USP44 regulate stem cell differentiation by modulating H2B monoubiquitylation,"Fuchs G, Shema E, Vesterman R, Kotler E, Wolchinsky Z, Wilder S, Golomb L, Pribluda A, Zhang F, Haj-Yahya M, Feldmesser E, Brik A, Yu X, Hanna J, Aberdam D, Domany E, Oren M.",Mol Cell. 2012 Jun 8;46(5):662-73. doi: 10.1016/j.molcel.2012.05.023.,Fuchs G,Mol Cell,2012,6/12/12,PMC3374598,NIHMS381680,10.1016/j.molcel.2012.05.023,,Fuchs G.; Shema E.; Vesterman R.; Kotler E.; Wolchinsky Z.; Wilder S.; Golomb L.; Pribluda A.; Zhang F.; Haj-Yahya M.; Feldmesser E.; Brik A.; Yu X.; Hanna J.; Aberdam D.; Domany E.; Oren M.,"Fuchs, Gilad (55245650600); Shema, Efrat (24173762400); Vesterman, Rita (23973803500); Kotler, Eran (55245902800); Wolchinsky, Zohar (35786722000); Wilder, Sylvia (7003532388); Golomb, Lior (51664859300); Pribluda, Ariel (36988316000); Zhang, Feng (55495378900); Haj-Yahya, Mahmood (26666126300); Feldmesser, Ester (36977128500); Brik, Ashraf (7004329996); Yu, Xiaochun (35249962700); Hanna, Jacob (7201367737); Aberdam, Daniel (7004016586); Domany, Eytan (7006024239); Oren, Moshe (7102663139)",55245650600; 24173762400; 23973803500; 55245902800; 35786722000; 7003532388; 51664859300; 36988316000; 55495378900; 26666126300; 36977128500; 7004329996; 35249962700; 7201367737; 7004016586; 7006024239; 7102663139,RNF20 and USP44 Regulate Stem Cell Differentiation by Modulating H2B Monoubiquitylation,2012,Molecular Cell,46,5,,662,673,11,153,10.1016/j.molcel.2012.05.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861968321&doi=10.1016%2fj.molcel.2012.05.023&partnerID=40&md5=c403d0ea1f488349d412057b8a60d7be,10974164,,MOCEF,22681888,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84861968321,,Molecular cell,1097-2765,1097-4164,1997,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
20655188,Epigenetic regulation of high glucose-induced proinflammatory cytokine production in monocytes by curcumin,"Yun JM, Jialal I, Devaraj S.",J Nutr Biochem. 2011 May;22(5):450-8. doi: 10.1016/j.jnutbio.2010.03.014. Epub 2010 Jul 22.,Yun JM,J Nutr Biochem,2011,7/27/10,PMC3010508,NIHMS200185,10.1016/j.jnutbio.2010.03.014,,Yun J.-M.; Jialal I.; Devaraj S.,"Yun, Jung-Mi (8579438000); Jialal, Ishwarlal (26643018400); Devaraj, Sridevi (7004533440)",8579438000; 26643018400; 7004533440,Epigenetic regulation of high glucose-induced proinflammatory cytokine production in monocytes by curcumin,2011,Journal of Nutritional Biochemistry,22,5,,450,458,8,153,10.1016/j.jnutbio.2010.03.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954602833&doi=10.1016%2fj.jnutbio.2010.03.014&partnerID=40&md5=2537599fa4a0fa4bb2fe4828518753d7,9552863,,JNBIE,20655188,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-79954602833,,Journal of nutritional biochemistry,0955-2863,1873-4847,1/1/95,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
15516689,Nucleosome assembly protein 1 exchanges histone H2A-H2B dimers and assists nucleosome sliding,"Park YJ, Chodaparambil JV, Bao Y, McBryant SJ, Luger K.",J Biol Chem. 2005 Jan 21;280(3):1817-25. doi: 10.1074/jbc.M411347200. Epub 2004 Oct 30.,Park YJ,J Biol Chem,2005,11/2/04,,,10.1074/jbc.M411347200,,Park Y.-J.; Chodaparambil J.V.; Bao Y.; McBryant S.J.; Luger K.,"Park, Young-Jun (57199902148); Chodaparambil, Jayanth V. (8309755300); Bao, Yunhe (7202213669); McBryant, Steven J. (6603642473); Luger, Karolin (7004826653)",57199902148; 8309755300; 7202213669; 6603642473; 7004826653,Nucleosome assembly protein 1 exchanges histone H2A-H2B dimers and assists nucleosome sliding,2005,Journal of Biological Chemistry,280,3,,1817,1825,8,153,10.1074/jbc.M411347200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12544258222&doi=10.1074%2fjbc.M411347200&partnerID=40&md5=be33111198946f0f4cf58143e3d32a11,219258,,JBCHA,15516689,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-12544258222,,Journal of biological chemistry,0021-9258,1083-351X,1905,(blank),Journal,Elsevier Open Access Journals,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
15589174,Th2-specific chromatin remodeling and enhancer activity in the Th2 cytokine locus control region,"Fields PE, Lee GR, Kim ST, Bartsevich VV, Flavell RA.",Immunity. 2004 Dec;21(6):865-76. doi: 10.1016/j.immuni.2004.10.015.,Fields PE,Immunity,2004,12/14/04,,,10.1016/j.immuni.2004.10.015,,Fields P.E.; Lee G.R.; Kim S.T.; Bartsevich V.V.; Flavell R.A.,"Fields, Patrick E. (7006277261); Lee, Gap Ryol (7404851601); Kim, Sean T. (16230473700); Bartsevich, Victor V. (6603257255); Flavell, Richard A. (36047925100)",7006277261; 7404851601; 16230473700; 6603257255; 36047925100,Th2-specific chromatin remodeling and enhancer activity in the Th2 cytokine locus control region,2004,Immunity,21,6,,865,876,11,153,10.1016/j.immuni.2004.10.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10344234192&doi=10.1016%2fj.immuni.2004.10.015&partnerID=40&md5=1c4c8a7c493027b6bc72541f45fcc56c,10747613,,IUNIE,15589174,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-10344234192,,"Immunity (Cambridge, Mass.)",1074-7613,1097-4180,1995,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
27397684,Temporal and Spatial Uncoupling of DNA Double Strand Break Repair Pathways within Mammalian Heterochromatin,"Tsouroula K, Furst A, Rogier M, Heyer V, Maglott-Roth A, Ferrand A, Reina-San-Martin B, Soutoglou E.",Mol Cell. 2016 Jul 21;63(2):293-305. doi: 10.1016/j.molcel.2016.06.002. Epub 2016 Jul 7.,Tsouroula K,Mol Cell,2016,7/12/16,,,10.1016/j.molcel.2016.06.002,,Tsouroula K.; Furst A.; Rogier M.; Heyer V.; Maglott-Roth A.; Ferrand A.; Reina-San-Martin B.; Soutoglou E.,"Tsouroula, Katerina (56418714700); Furst, Audrey (15118859700); Rogier, Melanie (56418358200); Heyer, Vincent (8239691200); Maglott-Roth, Anne (55604829400); Ferrand, Alexia (56562751000); Reina-San-Martin, Bernardo (6602374438); Soutoglou, Evi (6505926625)",56418714700; 15118859700; 56418358200; 8239691200; 55604829400; 56562751000; 6602374438; 6505926625,Temporal and Spatial Uncoupling of DNA Double Strand Break Repair Pathways within Mammalian Heterochromatin,2016,Molecular Cell,63,2,,293,305,12,152,10.1016/j.molcel.2016.06.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991059392&doi=10.1016%2fj.molcel.2016.06.002&partnerID=40&md5=3524f15afc58c661344abb3e6470d7eb,10972765,,MOCEF,27397684,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84991059392,,Molecular cell,1097-2765,1097-4164,1997,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
18534842,Histone chaperones in nucleosome eviction and histone exchange,"Park YJ, Luger K.",Curr Opin Struct Biol. 2008 Jun;18(3):282-9. doi: 10.1016/j.sbi.2008.04.003. Epub 2008 Jun 3.,Park YJ,Curr Opin Struct Biol,2008,6/7/08,PMC2525571,NIHMS56802,10.1016/j.sbi.2008.04.003,,Park Y.-J.; Luger K.,"Park, Young-Jun (57199902148); Luger, Karolin (7004826653)",57199902148; 7004826653,Histone chaperones in nucleosome eviction and histone exchange,2008,Current Opinion in Structural Biology,18,3,,282,289,7,152,10.1016/j.sbi.2008.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949119317&doi=10.1016%2fj.sbi.2008.04.003&partnerID=40&md5=4dbba4261d7863ae9b0f0bd3fff268df,0959440X,,COSBE,18534842,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-44949119317,,Current opinion in structural biology,0959-440X,1879-033X,2/1/95,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
25942623,DNA Sequence-Specific Binding of CENP-B Enhances the Fidelity of Human Centromere Function,"Fachinetti D, Han JS, McMahon MA, Ly P, Abdullah A, Wong AJ, Cleveland DW.",Dev Cell. 2015 May 4;33(3):314-27. doi: 10.1016/j.devcel.2015.03.020.,Fachinetti D,Dev Cell,2015,5/6/15,PMC4421092,NIHMS676675,10.1016/j.devcel.2015.03.020,,Fachinetti D.; Han J.S.; McMahon M.A.; Ly P.; Abdullah A.; Wong A.J.; Cleveland D.W.,"Fachinetti, Daniele (6508072118); Han, Joo Seok (56557161600); McMahon, Moira A. (56612856300); Ly, Peter (37117355900); Abdullah, Amira (56612824100); Wong, Alex J. (55939115000); Cleveland, Don W. (35445284300)",6508072118; 56557161600; 56612856300; 37117355900; 56612824100; 55939115000; 35445284300,DNA Sequence-Specific Binding of CENP-B Enhances the Fidelity of Human Centromere Function,2015,Developmental Cell,33,3,,314,327,13,151,10.1016/j.devcel.2015.03.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928797239&doi=10.1016%2fj.devcel.2015.03.020&partnerID=40&md5=60b2c770e8765e33cdcc18987748eb64,15345807,,DCEEB,25942623,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84928797239,,Developmental cell,1534-5807,1878-1551,2001,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
12446115,Different HATS of the ING1 gene family,"Feng X, Hara Y, Riabowol K.",Trends Cell Biol. 2002 Nov;12(11):532-8. doi: 10.1016/s0962-8924(02)02391-7.,Feng X,Trends Cell Biol,2002,11/26/02,,,10.1016/s0962-8924(02)02391-7,,Feng X.; Hara Y.; Riabowol K.T.,"Feng, Xiaolan (7403047281); Hara, Yasuo (56354018800); Riabowol, Karl T. (7006555663)",7403047281; 56354018800; 7006555663,Different HATS of the ING1 gene family,2002,Trends in Cell Biology,12,11,,532,538,6,151,10.1016/S0962-8924(02)02391-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036850549&doi=10.1016%2fS0962-8924%2802%2902391-7&partnerID=40&md5=6251af56dda761375bfe4eaec4b69385,9628924,,TCBIE,12446115,Review,Final,,Scopus,2-s2.0-0036850549,,Trends in cell biology,0962-8924,1879-3088,1/1/95,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
23260146,Foxa2 and H2A.Z mediate nucleosome depletion during embryonic stem cell differentiation,"Li Z, Gadue P, Chen K, Jiao Y, Tuteja G, Schug J, Li W, Kaestner KH.",Cell. 2012 Dec 21;151(7):1608-16. doi: 10.1016/j.cell.2012.11.018.,Li Z,Cell,2012,12/25/12,PMC3530164,NIHMS423735,10.1016/j.cell.2012.11.018,,Li Z.; Gadue P.; Chen K.; Jiao Y.; Tuteja G.; Schug J.; Li W.; Kaestner K.H.,"Li, Zhaoyu (9274061900); Gadue, Paul (6507699157); Chen, Kaifu (25821744200); Jiao, Yang (55817937600); Tuteja, Geetu (23570240900); Schug, Jonathan (35424576300); Li, Wei (56127183500); Kaestner, Klaus H. (7006460547)",9274061900; 6507699157; 25821744200; 55817937600; 23570240900; 35424576300; 56127183500; 7006460547,Foxa2 and H2A.Z mediate nucleosome depletion during embryonic stem cell differentiation,2012,Cell,151,7,,1608,1616,8,150,10.1016/j.cell.2012.11.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871539869&doi=10.1016%2fj.cell.2012.11.018&partnerID=40&md5=4009fd964caa0c1cafb4ae949eab1e8c,928674,,CELLB,23260146,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84871539869,,Cell,0092-8674,1097-4172,1995,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
15145350,Recent highlights of RNA-polymerase-II-mediated transcription,"Sims RJ 3rd, Mandal SS, Reinberg D.",Curr Opin Cell Biol. 2004 Jun;16(3):263-71. doi: 10.1016/j.ceb.2004.04.004.,Sims RJ 3rd,Curr Opin Cell Biol,2004,5/18/04,,,10.1016/j.ceb.2004.04.004,,Sims III R.J.; Mandal S.S.; Reinberg D.,"Sims III, Robert J. (7102815575); Mandal, Subhrangsu S. (7202228974); Reinberg, Danny (7005185878)",7102815575; 7202228974; 7005185878,Recent highlights of RNA-polymerase-II-mediated transcription,2004,Current Opinion in Cell Biology,16,3,,263,271,8,150,10.1016/j.ceb.2004.04.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342465953&doi=10.1016%2fj.ceb.2004.04.004&partnerID=40&md5=636d6dca2fdc86c4dd2ddaa70268b70b,9550674,,COCBE,15145350,Review,Final,,Scopus,2-s2.0-2342465953,,Current opinion in cell biology,0955-0674,1879-0410,1995,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
11248558,Enzymatic activities of Sir2 and chromatin silencing,Moazed D.,Curr Opin Cell Biol. 2001 Apr;13(2):232-8. doi: 10.1016/s0955-0674(00)00202-7.,Moazed D,Curr Opin Cell Biol,2001,3/15/01,,,10.1016/s0955-0674(00)00202-7,,Moazed D.,"Moazed, D. (7004288092)",7004288092,Enzymatic activities of Sir2 and chromatin silencing,2001,Current Opinion in Cell Biology,13,2,,232,238,6,150,10.1016/S0955-0674(00)00202-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035313756&doi=10.1016%2fS0955-0674%2800%2900202-7&partnerID=40&md5=60239f6a5c102933c84e33e88254896c,9550674,,COCBE,11248558,Review,Final,,Scopus,2-s2.0-0035313756,,Current opinion in cell biology,0955-0674,1879-0410,1995,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
27518565,Dual Chromatin and Cytoskeletal Remodeling by SETD2,"Park IY, Powell RT, Tripathi DN, Dere R, Ho TH, Blasius TL, Chiang YC, Davis IJ, Fahey CC, Hacker KE, Verhey KJ, Bedford MT, Jonasch E, Rathmell WK, Walker CL.",Cell. 2016 Aug 11;166(4):950-962. doi: 10.1016/j.cell.2016.07.005.,Park IY,Cell,2016,8/13/16,PMC5101839,NIHMS805498,10.1016/j.cell.2016.07.005,,Park I.Y.; Powell R.T.; Tripathi D.N.; Dere R.; Ho T.H.; Blasius T.L.; Chiang Y.-C.; Davis I.J.; Fahey C.C.; Hacker K.E.; Verhey K.J.; Bedford M.T.; Jonasch E.; Rathmell W.K.; Walker C.L.,"Park, In Young (7403243197); Powell, Reid T. (56226757800); Tripathi, Durga Nand (22981873400); Dere, Ruhee (8885953500); Ho, Thai H. (57202373312); Blasius, T. Lynne (15052839600); Chiang, Yun-Chen (57197543663); Davis, Ian J. (36965482400); Fahey, Catherine C. (14519148300); Hacker, Kathryn E. (35577529100); Verhey, Kristen J. (6603323773); Bedford, Mark T. (7006206437); Jonasch, Eric (8220056700); Rathmell, W. Kimryn (56883156900); Walker, Cheryl Lyn (7402887378)",7403243197; 56226757800; 22981873400; 8885953500; 57202373312; 15052839600; 57197543663; 36965482400; 14519148300; 35577529100; 6603323773; 7006206437; 8220056700; 56883156900; 7402887378,Dual Chromatin and Cytoskeletal Remodeling by SETD2,2016,Cell,166,4,,950,962,12,149,10.1016/j.cell.2016.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981313540&doi=10.1016%2fj.cell.2016.07.005&partnerID=40&md5=11e9da089db58eeab156e49aa38fcec9,928674,,CELLB,27518565,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84981313540,,Cell,0092-8674,1097-4172,1995,(blank),Journal,Cell Press Collection [ECCPC],Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
21708299,Chromatin modifications and remodeling in plant abiotic stress responses,"Luo M, Liu X, Singh P, Cui Y, Zimmerli L, Wu K.",Biochim Biophys Acta. 2012 Feb;1819(2):129-36. doi: 10.1016/j.bbagrm.2011.06.008. Epub 2011 Jun 25.,Luo M,Biochim Biophys Acta,2012,6/29/11,,,10.1016/j.bbagrm.2011.06.008,,Luo M.; Liu X.; Singh P.; Cui Y.; Zimmerli L.; Wu K.,"Luo, Ming (55553727281); Liu, Xuncheng (24468480600); Singh, Prashant (57212591578); Cui, Yuhai (7402595529); Zimmerli, Laurent (6603860382); Wu, Keqiang (55481136300)",55553727281; 24468480600; 57212591578; 7402595529; 6603860382; 55481136300,Chromatin modifications and remodeling in plant abiotic stress responses,2012,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,1819,2,,129,136,7,149,10.1016/j.bbagrm.2011.06.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856618023&doi=10.1016%2fj.bbagrm.2011.06.008&partnerID=40&md5=c5a62fe716d7cd0f2b7efa7d6ee4e19f,18764320,,,21708299,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84856618023,,Biochimica et biophysica acta. Gene regulatory mechanisms,1874-9399,1876-4320,1/1/08,(blank),Journal,ScienceDirect Freedom Collection 2021,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
8206934,Formation and stability of higher order chromatin structures. Contributions of the histone octamer,"Schwarz PM, Hansen JC.",J Biol Chem. 1994 Jun 10;269(23):16284-9.,Schwarz PM,J Biol Chem,1994,6/10/94,,,,,Schwarz P.M.; Hansen J.C.,"Schwarz, P.M. (56229082700); Hansen, J.C. (35548933200)",56229082700; 35548933200,Formation and stability of higher order chromatin structures. Contributions of the histone octamer,1994,Journal of Biological Chemistry,269,23,,16284,16289,5,149,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028363760&partnerID=40&md5=11a4a5f6b02f1fcaefa79343f4721124,219258,,JBCHA,8206934,Article,Final,,Scopus,2-s2.0-0028363760,,Journal of biological chemistry,0021-9258,1083-351X,1905,(blank),Journal,Elsevier Open Access Journals,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
2016313,Identification and molecular cloning of yeast homolog of nucleosome assembly protein I which facilitates nucleosome assembly in vitro,"Ishimi Y, Kikuchi A.",J Biol Chem. 1991 Apr 15;266(11):7025-9.,Ishimi Y,J Biol Chem,1991,4/15/91,,,,,Ishimi Y.; Kikuchi A.,"Ishimi, Y. (7005921352); Kikuchi, A. (56711615100)",7005921352; 56711615100,Identification and molecular cloning of yeast homolog of nucleosome assembly protein I which facilitates nucleosome assembly in vitro,1991,Journal of Biological Chemistry,266,11,,7025,7029,4,149,-,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025816844&partnerID=40&md5=47eeef3078a4c4ac01891936076f267e,219258,,JBCHA,2016313,Article,Final,,Scopus,2-s2.0-0025816844,,Journal of biological chemistry,0021-9258,1083-351X,1905,(blank),Journal,Elsevier Open Access Journals,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
16887113,Transmission of modified nucleosomes from the mouse male germline to the zygote and subsequent remodeling of paternal chromatin,"van der Heijden GW, Derijck AA, Ramos L, Giele M, van der Vlag J, de Boer P.",Dev Biol. 2006 Oct 15;298(2):458-69. doi: 10.1016/j.ydbio.2006.06.051. Epub 2006 Jul 7.,van der Heijden GW,Dev Biol,2006,8/5/06,,,10.1016/j.ydbio.2006.06.051,,van der Heijden G.W.; Derijck A.A.H.A.; Ramos L.; Giele M.; van der Vlag J.; de Boer P.,"van der Heijden, G.W. (8544024700); Derijck, A.A.H.A. (8544024100); Ramos, L. (35399459100); Giele, M. (15834723900); van der Vlag, J. (6601981372); de Boer, P. (7102270592)",8544024700; 8544024100; 35399459100; 15834723900; 6601981372; 7102270592,Transmission of modified nucleosomes from the mouse male germline to the zygote and subsequent remodeling of paternal chromatin,2006,Developmental Biology,298,2,,458,469,11,148,10.1016/j.ydbio.2006.06.051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748986324&doi=10.1016%2fj.ydbio.2006.06.051&partnerID=40&md5=14e408e6b8a077ebe2e3bfa2d20625ef,121606,,DEBIA,16887113,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-33748986324,,Developmental biology,0012-1606,1095-564X,1995,(blank),Journal,ScienceDirect Journals,Elsevier,https://www.elsevier.com/about/policies/text-and-data-mining,
