PMID,Title,Authors,Citation,First Author,Journal/Book Abbreviation from PubMed,Publication Year,Create Date,PMCID,NIHMS ID,DOI,,Authors,Author full names,Author(s) ID,Title,Year,Journal/Book  title from Scopus,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link to Scopus Record for article,ISSN,ISBN,CODEN,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID,,Journal Title from Catalog,ISSN,eISSN,StartDate in Catalog,EndDate in Catalog,Type,Resource,Publisher,Link to Publisher Info on TDM,Subscription Time Range Note
16247481,SWI/SNF complex is essential for NRSF-mediated suppression of neuronal genes in human nonsmall cell lung carcinoma cell lines,"Watanabe H, Mizutani T, Haraguchi T, Yamamichi N, Minoguchi S, Yamamichi-Nishina M, Mori N, Kameda T, Sugiyama T, Iba H.",Oncogene. 2006 Jan 19;25(3):470-9. doi: 10.1038/sj.onc.1209068.,Watanabe H,Oncogene,2006,10/26/05,,,10.1038/sj.onc.1209068,,Watanabe H.; Mizutani T.; Haraguchi T.; Yamamichi N.; Minoguchi S.; Yamamichi-Nishina M.; Mori N.; Kameda T.; Sugiyama T.; Iba H.,"Watanabe, H. (56293025600); Mizutani, T. (7402912068); Haraguchi, T. (36750375200); Yamamichi, N. (6603900547); Minoguchi, S. (6603540969); Yamamichi-Nishina, M. (6507476488); Mori, N. (24446164400); Kameda, T. (7102496909); Sugiyama, T. (7402751329); Iba, H. (36878569500)",56293025600; 7402912068; 36750375200; 6603900547; 6603540969; 6507476488; 24446164400; 7102496909; 7402751329; 36878569500,SWI/SNF complex is essential for NRSF-mediated suppression of neuronal genes in human nonsmall cell lung carcinoma cell lines,2006,Oncogene,25,3,,470,479,9,58,10.1038/sj.onc.1209068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30944436854&doi=10.1038%2fsj.onc.1209068&partnerID=40&md5=b104e802619e5a5b2415f36a7e786113,14765594,,ONCNE,16247481,Article,Final,,Scopus,2-s2.0-30944436854,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
16568092,Members of the hSWI/SNF chromatin remodeling complex associate with and are phosphorylated by protein kinase B/Akt,"Foster KS, McCrary WJ, Ross JS, Wright CF.",Oncogene. 2006 Aug 3;25(33):4605-12. doi: 10.1038/sj.onc.1209496. Epub 2006 Mar 27.,Foster KS,Oncogene,2006,3/29/06,,,10.1038/sj.onc.1209496,,Foster K.S.J.; McCrary W.J.; Ross J.S.; Wright C.F.,"Foster, K.S.J. (14057987600); McCrary, W.J. (6508079648); Ross, J.S. (57220985830); Wright, C.F. (57197160053)",14057987600; 6508079648; 57220985830; 57197160053,Members of the hSWI/SNF chromatin remodeling complex associate with and are phosphorylated by protein kinase B/Akt,2006,Oncogene,25,33,,4605,4612,7,28,10.1038/sj.onc.1209496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746808098&doi=10.1038%2fsj.onc.1209496&partnerID=40&md5=45c91ab6fe91b0540e31edee7ef602d9,14765594,,ONCNE,16568092,Article,Final,,Scopus,2-s2.0-33746808098,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
16936740,RB and cell cycle progression,"Giacinti C, Giordano A.",Oncogene. 2006 Aug 28;25(38):5220-7. doi: 10.1038/sj.onc.1209615.,Giacinti C,Oncogene,2006,8/29/06,,,10.1038/sj.onc.1209615,,Giacinti C.; Giordano A.,"Giacinti, C. (6507505763); Giordano, A. (7201681294)",6507505763; 7201681294,RB and cell cycle progression,2006,Oncogene,25,38,,5220,5227,7,856,10.1038/sj.onc.1209615,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748047128&doi=10.1038%2fsj.onc.1209615&partnerID=40&md5=ea11ee4950720f98a08e41182f55b108,14765594,,ONCNE,16936740,Review,Final,,Scopus,2-s2.0-33748047128,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
17047674,Implication of abnormal epigenetic patterns for human diseases,"Santos-Rebouças CB, Pimentel MM.",Eur J Hum Genet. 2007 Jan;15(1):10-7. doi: 10.1038/sj.ejhg.5201727. Epub 2006 Oct 18.,Santos-Rebouças CB,Eur J Hum Genet,2007,10/19/06,,,10.1038/sj.ejhg.5201727,,Santos-Rebouças C.B.; Pimentel M.M.G.,"Santos-Rebouças, C.B. (55087977200); Pimentel, M.M.G. (7006799238)",55087977200; 7006799238,Implication of abnormal epigenetic patterns for human diseases,2007,European Journal of Human Genetics,15,1,,10,17,7,80,10.1038/sj.ejhg.5201727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845528560&doi=10.1038%2fsj.ejhg.5201727&partnerID=40&md5=cf7896fecb7e3c929454f13a65dd603d,14765438,,EJHGE,17047674,Review,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-33845528560,,European journal of human genetics : EJHG,1018-4813,1476-5438,1/1/98,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
18754010,S-Nitrosylation of histone deacetylase 2 induces chromatin remodelling in neurons,"Nott A, Watson PM, Robinson JD, Crepaldi L, Riccio A.",Nature. 2008 Sep 18;455(7211):411-5. doi: 10.1038/nature07238. Epub 2008 Aug 27.,Nott A,Nature,2008,8/30/08,,,10.1038/nature07238,,Nott A.; Watson P.M.; Robinson J.D.; Crepaldi L.; Riccio A.,"Nott, Alexi (12806528500); Watson, P. Marc (57196904166); Robinson, James D. (26326507700); Crepaldi, Luca (6701570866); Riccio, Antonella (56961680500)",12806528500; 57196904166; 26326507700; 6701570866; 56961680500,S-nitrosylation of histone deacetylase 2 induces chromatin remodelling in neurons,2008,Nature,455,7211,,411,415,4,347,10.1038/nature07238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52149108919&doi=10.1038%2fnature07238&partnerID=40&md5=38b215c8a06532c419d48bf608c5e29d,14764679,,NATUA,18754010,Article,Final,,Scopus,2-s2.0-52149108919,,Nature cell biology,1465-7392,1476-4679,5/1/99,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
19621044,RAG: a recombinase diversified,"Matthews AG, Oettinger MA.",Nat Immunol. 2009 Aug;10(8):817-21. doi: 10.1038/ni.1776. Epub 2009 Jul 21.,Matthews AG,Nat Immunol,2009,7/22/09,PMC3773180,NIHMS496072,10.1038/ni.1776,,Matthews A.G.W.; Oettinger M.A.,"Matthews, Adam G.W. (7202611882); Oettinger, Marjorie A. (35509725600)",7202611882; 35509725600,RAG: A recombinase diversified,2009,Nature Immunology,10,8,,817,821,4,47,10.1038/ni.1776,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651155980&doi=10.1038%2fni.1776&partnerID=40&md5=d6b081fa2f0566e1c9cba866bec1a34f,15292916,,NIAMC,19621044,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-67651155980,,Nature immunology,1529-2908,1529-2916,7/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
19424290,Chromatin remodelling beyond transcription: the INO80 and SWR1 complexes,"Morrison AJ, Shen X.",Nat Rev Mol Cell Biol. 2009 Jun;10(6):373-84. doi: 10.1038/nrm2693. Epub 2009 May 8.,Morrison AJ,Nat Rev Mol Cell Biol,2009,5/9/09,PMC6103619,NIHMS981801,10.1038/nrm2693,,Morrison A.J.; Shen X.,"Morrison, Ashby J (7402256966); Shen, Xuetong (7402721752)",7402256966; 7402721752,Chromatin remodelling beyond transcription: The INO80 and SWR1 complexes,2009,Nature Reviews Molecular Cell Biology,10,6,,373,384,11,227,10.1038/nrm2693,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349147423&doi=10.1038%2fnrm2693&partnerID=40&md5=2d4820a2e3bf89e0730335b40059e2da,14710080,,NRMCB,19424290,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-67349147423,,Nature reviews. Molecular cell biology,1471-0072,1471-0080,10/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
20387133,Depletion of Dnmt1-associated protein 1 triggers DNA damage and compromises the proliferative capacity of hematopoietic stem cells,"Koizumi T, Negishi M, Nakamura S, Oguro H, Satoh K, Ichinose M, Iwama A.",Int J Hematol. 2010 May;91(4):611-9. doi: 10.1007/s12185-010-0563-3. Epub 2010 Apr 14.,Koizumi T,Int J Hematol,2010,4/14/10,,,10.1007/s12185-010-0563-3,,Koizumi T.; Negishi M.; Nakamura S.; Oguro H.; Satoh K.; Ichinose M.; Iwama A.,"Koizumi, Tomoe (24171457400); Negishi, Masamitsu (9637621000); Nakamura, Shunsuke (55468287500); Oguro, Hideyuki (9635532000); Satoh, Kaneshige (7403150957); Ichinose, Masaharu (7102219250); Iwama, Atsushi (35397134700)",24171457400; 9637621000; 55468287500; 9635532000; 7403150957; 7102219250; 35397134700,Depletion of Dnmt1-associated protein 1 triggers DNA damage and compromises the proliferative capacity of hematopoietic stem cells,2010,International Journal of Hematology,91,4,,611,619,8,10,10.1007/s12185-010-0563-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954539850&doi=10.1007%2fs12185-010-0563-3&partnerID=40&md5=de1540282fbcac6fb83ac74abbc9ef9d,9255710,,IJHEE,20387133,Article,Final,,Scopus,2-s2.0-77954539850,,International journal of hematology,0925-5710,1865-3774,1/1/01,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
23463313,Epigenetic programming and reprogramming during development,"Cantone I, Fisher AG.",Nat Struct Mol Biol. 2013 Mar;20(3):282-9. doi: 10.1038/nsmb.2489. Epub 2013 Mar 5.,Cantone I,Nat Struct Mol Biol,2013,3/7/13,,,10.1038/nsmb.2489,,Cantone I.; Fisher A.G.,"Cantone, Irene (26421081300); Fisher, Amanda G. (35478374300)",26421081300; 35478374300,Epigenetic programming and reprogramming during development,2013,Nature Structural and Molecular Biology,20,3,,282,289,7,323,10.1038/nsmb.2489,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875165863&doi=10.1038%2fnsmb.2489&partnerID=40&md5=aa9ab87357025b654b10b49bb28ef4b4,15459985,,NSMBC,23463313,Review,Final,,Scopus,2-s2.0-84875165863,,Nature structural & molecular biology,1545-9993,1545-9985,1/1/04,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
23202585,The ATPase domain of ISWI is an autonomous nucleosome remodeling machine,"Mueller-Planitz F, Klinker H, Ludwigsen J, Becker PB.",Nat Struct Mol Biol. 2013 Jan;20(1):82-9. doi: 10.1038/nsmb.2457. Epub 2012 Dec 2.,Mueller-Planitz F,Nat Struct Mol Biol,2013,12/4/12,,,10.1038/nsmb.2457,,Mueller-Planitz F.; Klinker H.; Ludwigsen J.; Becker P.B.,"Mueller-Planitz, Felix (14121993700); Klinker, Henrike (55503433400); Ludwigsen, Johanna (55189630100); Becker, Peter B. (7403012417)",14121993700; 55503433400; 55189630100; 7403012417,The ATPase domain of ISWI is an autonomous nucleosome remodeling machine,2013,Nature Structural and Molecular Biology,20,1,,82,89,7,63,10.1038/nsmb.2457,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872022465&doi=10.1038%2fnsmb.2457&partnerID=40&md5=87796e3d7d2eaabfb1df65c0a4809441,15459985,,NSMBC,23202585,Article,Final,,Scopus,2-s2.0-84872022465,,Nature structural & molecular biology,1545-9993,1545-9985,1/1/04,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
23288364,Histone chaperones in nucleosome assembly and human disease,"Burgess RJ, Zhang Z.",Nat Struct Mol Biol. 2013 Jan;20(1):14-22. doi: 10.1038/nsmb.2461.,Burgess RJ,Nat Struct Mol Biol,2013,1/5/13,PMC4004355,NIHMS573089,10.1038/nsmb.2461,,Burgess R.J.; Zhang Z.,"Burgess, Rebecca J. (25224636200); Zhang, Zhiguo (35239002800)",25224636200; 35239002800,Histone chaperones in nucleosome assembly and human disease,2013,Nature Structural and Molecular Biology,20,1,,14,22,8,261,10.1038/nsmb.2461,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872051865&doi=10.1038%2fnsmb.2461&partnerID=40&md5=e7060c9941a7e4eff1c5b69b4919954b,15459985,,NSMBC,23288364,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84872051865,,Nature structural & molecular biology,1545-9993,1545-9985,1/1/04,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
23934153,Structure of the p300 catalytic core and implications for chromatin targeting and HAT regulation,"Delvecchio M, Gaucher J, Aguilar-Gurrieri C, Ortega E, Panne D.",Nat Struct Mol Biol. 2013 Sep;20(9):1040-6. doi: 10.1038/nsmb.2642. Epub 2013 Aug 11.,Delvecchio M,Nat Struct Mol Biol,2013,8/13/13,,,10.1038/nsmb.2642,,Delvecchio M.; Gaucher J.; Aguilar-Gurrieri C.; Ortega E.; Panne D.,"Delvecchio, Manuela (35083315600); Gaucher, Jonathan (36885945500); Aguilar-Gurrieri, Carmen (36661861700); Ortega, Esther (57198363373); Panne, Daniel (6602822307)",35083315600; 36885945500; 36661861700; 57198363373; 6602822307,Structure of the p300 catalytic core and implications for chromatin targeting and HAT regulation,2013,Nature Structural and Molecular Biology,20,9,,1040,1046,6,170,10.1038/nsmb.2642,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883743725&doi=10.1038%2fnsmb.2642&partnerID=40&md5=2f5df998c0df591a21d44bd0be40e287,15459985,,NSMBC,23934153,Article,Final,,Scopus,2-s2.0-84883743725,,Nature structural & molecular biology,1545-9993,1545-9985,1/1/04,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
24008565,Nucleosome sliding mechanisms: new twists in a looped history,"Mueller-Planitz F, Klinker H, Becker PB.",Nat Struct Mol Biol. 2013 Sep;20(9):1026-32. doi: 10.1038/nsmb.2648.,Mueller-Planitz F,Nat Struct Mol Biol,2013,9/7/13,,,10.1038/nsmb.2648,,Mueller-Planitz F.; Klinker H.; Becker P.B.,"Mueller-Planitz, Felix (14121993700); Klinker, Henrike (55503433400); Becker, Peter B. (7403012417)",14121993700; 55503433400; 7403012417,Nucleosome sliding mechanisms: New twists in a looped history,2013,Nature Structural and Molecular Biology,20,9,,1026,1032,6,76,10.1038/nsmb.2648,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883732664&doi=10.1038%2fnsmb.2648&partnerID=40&md5=00439c77419339f72b93af8bdc144910,15459985,,NSMBC,24008565,Review,Final,,Scopus,2-s2.0-84883732664,,Nature structural & molecular biology,1545-9993,1545-9985,1/1/04,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
30349137,5-Formylcytosine organizes nucleosomes and forms Schiff base interactions with histones in mouse embryonic stem cells,"Raiber EA, Portella G, Martínez Cuesta S, Hardisty R, Murat P, Li Z, Iurlaro M, Dean W, Spindel J, Beraldi D, Liu Z, Dawson MA, Reik W, Balasubramanian S.",Nat Chem. 2018 Dec;10(12):1258-1266. doi: 10.1038/s41557-018-0149-x. Epub 2018 Oct 22.,Raiber EA,Nat Chem,2018,10/24/18,,,10.1038/s41557-018-0149-x,,Raiber E.-A.; Portella G.; Martínez Cuesta S.; Hardisty R.; Murat P.; Li Z.; Iurlaro M.; Dean W.; Spindel J.; Beraldi D.; Liu Z.; Dawson M.A.; Reik W.; Balasubramanian S.,"Raiber, Eun-Ang (8856606400); Portella, Guillem (24781011400); Martínez Cuesta, Sergio (55268431400); Hardisty, Robyn (56769322900); Murat, Pierre (55710493200); Li, Zhe (57213179863); Iurlaro, Mario (55892861100); Dean, Wendy (7102166535); Spindel, Julia (57193211062); Beraldi, Dario (12799434900); Liu, Zheng (57204351920); Dawson, Mark A. (8584291500); Reik, Wolf (7007161076); Balasubramanian, Shankar (7201550638)",8856606400; 24781011400; 55268431400; 56769322900; 55710493200; 57213179863; 55892861100; 7102166535; 57193211062; 12799434900; 57204351920; 8584291500; 7007161076; 7201550638,5-Formylcytosine organizes nucleosomes and forms Schiff base interactions with histones in mouse embryonic stem cells,2018,Nature Chemistry,10,12,,1258,1266,8,66,10.1038/s41557-018-0149-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055268037&doi=10.1038%2fs41557-018-0149-x&partnerID=40&md5=df5040869a69d869d06b7093496c6e64,17554330,,NCAHB,30349137,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85055268037,,Nature chemistry,1755-4330,1755-4349,4/1/09,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
17377789,Histone deacetylases--an important class of cellular regulators with a variety of functions,"Hildmann C, Riester D, Schwienhorst A.",Appl Microbiol Biotechnol. 2007 Jun;75(3):487-97. doi: 10.1007/s00253-007-0911-2. Epub 2007 Mar 22.,Hildmann C,Appl Microbiol Biotechnol,2007,3/23/07,,,10.1007/s00253-007-0911-2,,Hildmann C.; Riester D.; Schwienhorst A.,"Hildmann, Christian (6508074443); Riester, Daniel (6603170887); Schwienhorst, Andreas (57204994162)",6508074443; 6603170887; 57204994162,Histone deacetylases - An important class of cellular regulators with a variety of functions,2007,Applied Microbiology and Biotechnology,75,3,,487,497,10,150,10.1007/s00253-007-0911-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248656480&doi=10.1007%2fs00253-007-0911-2&partnerID=40&md5=1ad505525a69882d7678d9389a846d8f,1757598,,AMBID,17377789,Short survey,Final,,Scopus,2-s2.0-34248656480,,Applied microbiology and biotechnology,0175-7598,1432-0614,1/1/97,12/31/16,Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
17906365,Impaired TNFalpha-induced VEGF expression in human airway smooth muscle cells from smokers with COPD: role of MAPkinases and histone acetylation--effect of dexamethasone,"Raidl M, Sibbing B, Strauch J, Müller K, Nemat A, Schneider PM, Hag H, Erdmann E, Koch A.",Cell Biochem Biophys. 2007;49(2):98-110. doi: 10.1007/s12013-007-0043-4.,Raidl M,Cell Biochem Biophys,2007,10/2/07,,,10.1007/s12013-007-0043-4,,Raidl M.; Sibbing B.; Strauch J.; Müller K.; Nemat A.; Schneider P.M.; Hag H.; Erdmann E.; Koch A.,"Raidl, Maria (16246521500); Sibbing, Bernhard (22836047500); Strauch, Justus (7003703015); Müller, Katja (57200099292); Nemat, Andre (6603453054); Schneider, Paul M. (7402107032); Hag, Haitham (22734398500); Erdmann, Erland (36042249400); Koch, Andrea (57193956407)",16246521500; 22836047500; 7003703015; 57200099292; 6603453054; 7402107032; 22734398500; 36042249400; 57193956407,Impaired TNFα-induced VEGF expression in human airway smooth muscle cells from smokers with COPD: Role of MAPkinases and histone acetylation - Effect of dexamethasone,2007,Cell Biochemistry and Biophysics,49,2,,98,110,12,19,10.1007/s12013-007-0043-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348927430&doi=10.1007%2fs12013-007-0043-4&partnerID=40&md5=35649144b9abf8cb09a7e19d83c5cbc6,10859195,,CBBIF,17906365,Article,Final,,Scopus,2-s2.0-35348927430,,Cell biochemistry and biophysics,1085-9195,1559-0283,1/1/97,12/31/16,Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
21359583,Histone H2A.Z acid patch residues required for deposition and function,"Jensen K, Santisteban MS, Urekar C, Smith MM.",Mol Genet Genomics. 2011 Apr;285(4):287-96. doi: 10.1007/s00438-011-0604-5. Epub 2011 Feb 26.,Jensen K,Mol Genet Genomics,2011,3/2/11,PMC3253533,NIHMS342596,10.1007/s00438-011-0604-5,,Jensen K.; Santisteban M.S.; Urekar C.; Smith M.M.,"Jensen, Kurt (8760231200); Santisteban, Maria Soledad (6602097692); Urekar, Craig (24435982500); Smith, M. Mitchell (57203394596)",8760231200; 6602097692; 24435982500; 57203394596,Histone H2A.Z acid patch residues required for deposition and function,2011,Molecular Genetics and Genomics,285,4,,287,296,9,20,10.1007/s00438-011-0604-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957495040&doi=10.1007%2fs00438-011-0604-5&partnerID=40&md5=d9ef8652b174eed3e5b6185e25e601f3,16174623,,MGGOA,21359583,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-79957495040,,Molecular genetics and genomics : MGG,1617-4615,1617-4623,1/1/01,12/31/20,Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
9296499,Steroid receptor coactivator-1 is a histone acetyltransferase,"Spencer TE, Jenster G, Burcin MM, Allis CD, Zhou J, Mizzen CA, McKenna NJ, Onate SA, Tsai SY, Tsai MJ, O'Malley BW.",Nature. 1997 Sep 11;389(6647):194-8. doi: 10.1038/38304.,Spencer TE,Nature,1997,9/20/97,,,10.1038/38304,,Spencer T.E.; Jenster G.; Burcin M.M.; Allis C.D.; Zhou J.; Mizzen C.A.; McKenna N.J.; Onate S.A.; Tsai S.Y.; Tsai M.-J.; O'Malley B.W.,"Spencer, Thomas E. (7202075245); Jenster, Guido (7004365261); Burcin, Mark M. (6602801698); Allis, C. David (55666730300); Zhou, Jianxin (55723345100); Mizzen, Craig A. (6701559654); McKenna, Neil J. (6701356546); Onate, Sergio A. (6603863478); Tsai, Sophia Y. (7403478781); Tsai, Ming-Jer (57188948393); O'Malley, Bert W. (7202223817)",7202075245; 7004365261; 6602801698; 55666730300; 55723345100; 6701559654; 6701356546; 6603863478; 7403478781; 57188948393; 7202223817,Steroid receptor coactivator-1 is a histone acetyltransferase,1997,Nature,389,6647,,194,198,4,1067,10.1038/38304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030768745&doi=10.1038%2f38304&partnerID=40&md5=2ae5900201b7448588d1824b6efbeac6,280836,,NATUA,9296499,Article,Final,,Scopus,2-s2.0-0030768745,,Nature (London),0028-0836,1476-4687,1987,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
9305837,Crystal structure of the nucleosome core particle at 2.8 A resolution,"Luger K, Mäder AW, Richmond RK, Sargent DF, Richmond TJ.",Nature. 1997 Sep 18;389(6648):251-60. doi: 10.1038/38444.,Luger K,Nature,1997,9/26/97,,,10.1038/38444,,Luger K.; Mäder A.W.; Richmond R.K.; Sargent D.F.; Richmond T.J.,"Luger, Karolin (7004826653); Mäder, Armin W. (7003568417); Richmond, Robin K. (7102805404); Sargent, David F. (7005878698); Richmond, Timothy J. (7006137434)",7004826653; 7003568417; 7102805404; 7005878698; 7006137434,Crystal structure of the nucleosome core particle at 2.8 Å resolution,1997,Nature,389,6648,,251,260,9,6961,10.1038/38444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842411320&doi=10.1038%2f38444&partnerID=40&md5=55f1e0090154e5862ff90f79d4f2154f,280836,,NATUA,9305837,Article,Final,,Scopus,2-s2.0-1842411320,,Nature (London),0028-0836,1476-4687,1987,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
9311776,Histone acetylation in chromatin structure and transcription,Grunstein M.,Nature. 1997 Sep 25;389(6649):349-52. doi: 10.1038/38664.,Grunstein M,Nature,1997,10/6/97,,,10.1038/38664,,Grunstein M.,"Grunstein, Michael (55665856700)",55665856700,Histone acetylation in chromatin structure and transcription,1997,Nature,389,6649,,349,352,3,2406,10.1038/38664,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030798245&doi=10.1038%2f38664&partnerID=40&md5=45c07dd448ac19fbed6e84459c32831a,280836,,NATUA,9311776,Review,Final,,Scopus,2-s2.0-0030798245,,Nature (London),0028-0836,1476-4687,1987,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
25640766,"Epigenomics, gestational programming and risk of metabolic syndrome","Desai M, Jellyman JK, Ross MG.",Int J Obes (Lond). 2015 Apr;39(4):633-41. doi: 10.1038/ijo.2015.13. Epub 2015 Feb 2.,Desai M,Int J Obes (Lond),2015,2/3/15,,,10.1038/ijo.2015.13,,Desai M.; Jellyman J.K.; Ross M.G.,"Desai, M. (7201841080); Jellyman, J.K. (6507786589); Ross, M.G. (35464768900)",7201841080; 6507786589; 35464768900,"Epigenomics, gestational programming and risk of metabolic syndrome",2015,International Journal of Obesity,39,4,,633,641,8,196,10.1038/ijo.2015.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927012936&doi=10.1038%2fijo.2015.13&partnerID=40&md5=dd4dc53547b12ae94d7a5a6b0ac6c792,3070565,,IJOBD,25640766,Review,Final,,Scopus,2-s2.0-84927012936,,International journal of obesity (2005),0307-0565,1476-5497,2005,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
12368916,The nucleolar remodeling complex NoRC mediates heterochromatin formation and silencing of ribosomal gene transcription,"Santoro R, Li J, Grummt I.",Nat Genet. 2002 Nov;32(3):393-6. doi: 10.1038/ng1010. Epub 2002 Oct 7.,Santoro R,Nat Genet,2002,10/9/02,,,10.1038/ng1010,,Santoro R.; Li J.; Grummt I.,"Santoro, Raffaella (7102011735); Li, Junwei (27170781700); Grummt, Ingrid (7005985466)",7102011735; 27170781700; 7005985466,The nucleolar remodeling complex NoRC mediates heterochromatin formation and silencing of ribosomal gene transcription,2002,Nature Genetics,32,3,,393,396,3,347,10.1038/ng1010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036844024&doi=10.1038%2fng1010&partnerID=40&md5=78d5ad013964192a363a08b8431029f0,10614036,,NGENE,12368916,Article,Final,,Scopus,2-s2.0-0036844024,,Nature genetics,1061-4036,1546-1718,4/1/92,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
11740495,Differentially methylated forms of histone H3 show unique association patterns with inactive human X chromosomes,"Boggs BA, Cheung P, Heard E, Spector DL, Chinault AC, Allis CD.",Nat Genet. 2002 Jan;30(1):73-6. doi: 10.1038/ng787. Epub 2001 Dec 10.,Boggs BA,Nat Genet,2002,12/12/01,,,10.1038/ng787,,Boggs B.A.; Cheung P.; Heard E.; Spector D.L.; Chinault A.C.; Allis C.D.,"Boggs, Barbara A. (6701747118); Cheung, Peter (7202595471); Heard, Edith (7004534045); Spector, David L. (35565902300); Chinault, A. Craig (7003839059); Allis, C. David (55666730300)",6701747118; 7202595471; 7004534045; 35565902300; 7003839059; 55666730300,Differentially methylated forms of histone H3 show unique association patterns with inactive human X chromosomes,2002,Nature Genetics,30,1,,73,76,3,307,10.1038/ng787,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036337759&doi=10.1038%2fng787&partnerID=40&md5=c715978050772a0a98bfd5dbfd6042d8,10614036,,,11740495,Article,Final,,Scopus,2-s2.0-0036337759,,Nature genetics,1061-4036,1546-1718,4/1/92,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
